log_timestamp_utc,event_type,frame_seq_recv,rssi_dbm,notes,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,ack_seq_sent,ack_type_sent_hex,is_decoded_ts_valid,calculated_latency_ms,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-24T08:56:35.525+00:00Z,CTRL_PKT_RECV,19,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:56:35.538+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,19,0x55,,,,,,,,,,,,,,,
2025-06-24T08:56:47.612+00:00Z,CTRL_PKT_RECV,21,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:56:47.622+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,21,0x55,,,,,,,,,,,,,,,
2025-06-24T08:56:51.340+00:00Z,DATA_FRAME_RECV,21,-101,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T08:56:51.350+00:00Z,DATA_ACK_SENT,,,,,,,21,0xaa,,,,,,,,,,,,,,,
2025-06-24T08:56:51.356+00:00Z,DECODE_SUCCESS,21,-101,,,,,,,True,-44646,1750755456.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T08:56:54.719+00:00Z,CTRL_PKT_RECV,22,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:56:54.730+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,22,0x55,,,,,,,,,,,,,,,
2025-06-24T08:57:06.818+00:00Z,CTRL_PKT_RECV,24,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:57:06.830+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,24,0x55,,,,,,,,,,,,,,,
2025-06-24T08:57:10.545+00:00Z,DATA_FRAME_RECV,24,-100,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T08:57:10.554+00:00Z,DATA_ACK_SENT,,,,,,,24,0xaa,,,,,,,,,,,,,,,
2025-06-24T08:57:10.556+00:00Z,DECODE_SUCCESS,24,-100,,,,,,,True,-25444,1750755456.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T08:57:13.936+00:00Z,CTRL_PKT_RECV,25,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:57:13.946+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,25,0x55,,,,,,,,,,,,,,,
2025-06-24T08:57:26.051+00:00Z,CTRL_PKT_RECV,27,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:57:26.062+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,27,0x55,,,,,,,,,,,,,,,
2025-06-24T08:57:29.779+00:00Z,DATA_FRAME_RECV,27,-101,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T08:57:29.790+00:00Z,DATA_ACK_SENT,,,,,,,27,0xaa,,,,,,,,,,,,,,,
2025-06-24T08:57:29.795+00:00Z,DECODE_SUCCESS,27,-101,,,,,,,True,-6206,1750755456.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T08:57:33.168+00:00Z,CTRL_PKT_RECV,28,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:57:33.178+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,28,0x55,,,,,,,,,,,,,,,
2025-06-24T08:57:45.217+00:00Z,CTRL_PKT_RECV,30,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:57:45.226+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,30,0x55,,,,,,,,,,,,,,,
2025-06-24T08:57:48.945+00:00Z,DATA_FRAME_RECV,30,-101,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T08:57:48.954+00:00Z,DATA_ACK_SENT,,,,,,,30,0xaa,,,,,,,,,,,,,,,
2025-06-24T08:57:48.959+00:00Z,DECODE_SUCCESS,30,-101,,,,,,,True,12957,1750755456.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T08:57:58.636+00:00Z,CTRL_PKT_RECV,31,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:57:58.646+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,31,0x55,,,,,,,,,,,,,,,
2025-06-24T08:58:09.668+00:00Z,CTRL_PKT_RECV,32,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:58:09.678+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,32,0x55,,,,,,,,,,,,,,,
2025-06-24T08:58:20.730+00:00Z,CTRL_PKT_RECV,33,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:58:20.746+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,33,0x55,,,,,,,,,,,,,,,
2025-06-24T08:58:24.458+00:00Z,DATA_FRAME_RECV,33,-100,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T08:58:24.470+00:00Z,DATA_ACK_SENT,,,,,,,33,0xaa,,,,,,,,,,,,,,,
2025-06-24T08:58:24.476+00:00Z,DECODE_SUCCESS,33,-100,,,,,,,True,48474,1750755456.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T08:58:27.816+00:00Z,CTRL_PKT_RECV,34,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:58:27.826+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,34,0x55,,,,,,,,,,,,,,,
2025-06-24T08:58:39.899+00:00Z,CTRL_PKT_RECV,36,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:58:39.910+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,36,0x55,,,,,,,,,,,,,,,
2025-06-24T08:58:43.626+00:00Z,DATA_FRAME_RECV,36,-101,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T08:58:43.638+00:00Z,DATA_ACK_SENT,,,,,,,36,0xaa,,,,,,,,,,,,,,,
2025-06-24T08:58:43.642+00:00Z,DECODE_SUCCESS,36,-101,,,,,,,True,67641,1750755456.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T08:58:53.347+00:00Z,CTRL_PKT_RECV,37,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:58:53.358+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,37,0x55,,,,,,,,,,,,,,,
2025-06-24T08:59:04.378+00:00Z,CTRL_PKT_RECV,38,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:59:04.390+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,38,0x55,,,,,,,,,,,,,,,
2025-06-24T08:59:08.106+00:00Z,DATA_FRAME_RECV,38,-101,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T08:59:08.118+00:00Z,DATA_ACK_SENT,,,,,,,38,0xaa,,,,,,,,,,,,,,,
2025-06-24T08:59:08.125+00:00Z,DECODE_SUCCESS,38,-101,,,,,,,True,-35877,1750755584.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T08:59:17.826+00:00Z,CTRL_PKT_RECV,39,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:59:17.838+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,39,0x55,,,,,,,,,,,,,,,
2025-06-24T08:59:21.553+00:00Z,DATA_FRAME_RECV,39,-101,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T08:59:21.566+00:00Z,DATA_ACK_SENT,,,,,,,39,0xaa,,,,,,,,,,,,,,,
2025-06-24T08:59:21.570+00:00Z,DECODE_SUCCESS,39,-101,,,,,,,True,-22430,1750755584.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T08:59:31.268+00:00Z,CTRL_PKT_RECV,40,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:59:31.278+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,40,0x55,,,,,,,,,,,,,,,
2025-06-24T08:59:42.301+00:00Z,CTRL_PKT_RECV,41,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:59:42.314+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,41,0x55,,,,,,,,,,,,,,,
2025-06-24T08:59:46.028+00:00Z,DATA_FRAME_RECV,41,-101,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T08:59:46.038+00:00Z,DATA_ACK_SENT,,,,,,,41,0xaa,,,,,,,,,,,,,,,
2025-06-24T08:59:46.045+00:00Z,DECODE_SUCCESS,41,-101,,,,,,,True,2041,1750755584.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T08:59:49.391+00:00Z,CTRL_PKT_RECV,42,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T08:59:49.402+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,42,0x55,,,,,,,,,,,,,,,
2025-06-24T09:00:01.479+00:00Z,CTRL_PKT_RECV,44,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:00:01.490+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,44,0x55,,,,,,,,,,,,,,,
2025-06-24T09:00:05.207+00:00Z,DATA_FRAME_RECV,44,-101,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T09:00:05.218+00:00Z,DATA_ACK_SENT,,,,,,,44,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:00:05.225+00:00Z,DECODE_SUCCESS,44,-101,,,,,,,True,21221,1750755584.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T09:00:08.560+00:00Z,CTRL_PKT_RECV,45,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:00:08.570+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,45,0x55,,,,,,,,,,,,,,,
2025-06-24T09:00:20.636+00:00Z,CTRL_PKT_RECV,47,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:00:20.646+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,47,0x55,,,,,,,,,,,,,,,
2025-06-24T09:00:24.364+00:00Z,DATA_FRAME_RECV,47,-101,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T09:00:24.374+00:00Z,DATA_ACK_SENT,,,,,,,47,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:00:24.380+00:00Z,DECODE_SUCCESS,47,-101,,,,,,,True,40377,1750755584.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T09:00:34.082+00:00Z,CTRL_PKT_RECV,48,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:00:34.094+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,48,0x55,,,,,,,,,,,,,,,
2025-06-24T09:00:45.144+00:00Z,CTRL_PKT_RECV,49,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:00:45.154+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,49,0x55,,,,,,,,,,,,,,,
2025-06-24T09:00:48.871+00:00Z,DATA_FRAME_RECV,49,-101,,,37,36,,,,,,,,,,,,,,,,,
2025-06-24T09:00:48.886+00:00Z,DATA_ACK_SENT,,,,,,,49,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:00:48.891+00:00Z,DECODE_SUCCESS,49,-101,,,,,,,True,64889,1750755584.0,0.4004263811398208,-0.6523872470836214,0.8854050599510914,66.9416729626129,-16.62695918792213,36.165794928489056,-29.432160528536585,-26.930155780705057,-117.05919084233618,0.26130582003697667,0.007934570312500028,95.78526755757888
2025-06-24T09:10:04.490+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:10:04.492+00:00Z,PDR_CALCULATED,,,10.00% (20/200),,,,,,,,,,,,,,,,,,,,
2025-06-24T09:10:04.493+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:10:08.863+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:11:29.448+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:11:34.312+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:11:34.322+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-24T09:11:34.324+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:11:45.381+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-24T09:11:50.887+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-24T09:11:56.378+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:11:56.380+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-24T09:11:56.381+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:11:59.663+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:12:04.127+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:12:04.138+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-24T09:12:04.138+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-24T09:12:32.806+00:00Z,CTRL_PKT_RECV,0,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:12:32.818+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,0,0x55,,,,,,,,,,,,,,,
2025-06-24T09:12:36.175+00:00Z,CTRL_PKT_RECV,1,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:12:36.186+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,1,0x55,,,,,,,,,,,,,,,
2025-06-24T09:12:48.268+00:00Z,CTRL_PKT_RECV,3,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:12:48.278+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,3,0x55,,,,,,,,,,,,,,,
2025-06-24T09:12:51.828+00:00Z,DATA_FRAME_RECV,3,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:12:51.838+00:00Z,DATA_ACK_SENT,,,,,,,3,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:12:51.841+00:00Z,DECODE_SUCCESS,3,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:12:55.187+00:00Z,CTRL_PKT_RECV,4,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:12:55.198+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,4,0x55,,,,,,,,,,,,,,,
2025-06-24T09:13:07.272+00:00Z,CTRL_PKT_RECV,6,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:13:07.282+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,6,0x55,,,,,,,,,,,,,,,
2025-06-24T09:13:10.832+00:00Z,DATA_FRAME_RECV,6,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:13:10.842+00:00Z,DATA_ACK_SENT,,,,,,,6,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:13:10.847+00:00Z,DECODE_SUCCESS,6,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:13:14.222+00:00Z,CTRL_PKT_RECV,7,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:13:14.234+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,7,0x55,,,,,,,,,,,,,,,
2025-06-24T09:13:26.298+00:00Z,CTRL_PKT_RECV,9,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:13:26.310+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,9,0x55,,,,,,,,,,,,,,,
2025-06-24T09:13:29.858+00:00Z,DATA_FRAME_RECV,9,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:13:29.870+00:00Z,DATA_ACK_SENT,,,,,,,9,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:13:29.874+00:00Z,DECODE_SUCCESS,9,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:13:33.247+00:00Z,CTRL_PKT_RECV,10,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:13:33.258+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,10,0x55,,,,,,,,,,,,,,,
2025-06-24T09:13:45.358+00:00Z,CTRL_PKT_RECV,12,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:13:45.370+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,12,0x55,,,,,,,,,,,,,,,
2025-06-24T09:13:48.918+00:00Z,DATA_FRAME_RECV,12,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:13:48.930+00:00Z,DATA_ACK_SENT,,,,,,,12,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:13:48.934+00:00Z,DECODE_SUCCESS,12,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:13:52.300+00:00Z,CTRL_PKT_RECV,13,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:13:52.314+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,13,0x55,,,,,,,,,,,,,,,
2025-06-24T09:14:04.402+00:00Z,CTRL_PKT_RECV,15,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:14:04.414+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,15,0x55,,,,,,,,,,,,,,,
2025-06-24T09:14:07.961+00:00Z,DATA_FRAME_RECV,15,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:14:07.974+00:00Z,DATA_ACK_SENT,,,,,,,15,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:14:07.978+00:00Z,DECODE_SUCCESS,15,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:14:11.345+00:00Z,CTRL_PKT_RECV,16,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:14:11.359+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,16,0x55,,,,,,,,,,,,,,,
2025-06-24T09:14:23.458+00:00Z,CTRL_PKT_RECV,18,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:14:23.470+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,18,0x55,,,,,,,,,,,,,,,
2025-06-24T09:14:27.017+00:00Z,DATA_FRAME_RECV,18,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:14:27.030+00:00Z,DATA_ACK_SENT,,,,,,,18,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:14:27.033+00:00Z,DECODE_SUCCESS,18,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:14:30.403+00:00Z,CTRL_PKT_RECV,19,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:14:30.414+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,19,0x55,,,,,,,,,,,,,,,
2025-06-24T09:14:42.511+00:00Z,CTRL_PKT_RECV,21,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:14:42.522+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,21,0x55,,,,,,,,,,,,,,,
2025-06-24T09:14:46.070+00:00Z,DATA_FRAME_RECV,21,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:14:46.082+00:00Z,DATA_ACK_SENT,,,,,,,21,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:14:46.086+00:00Z,DECODE_SUCCESS,21,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:14:49.449+00:00Z,CTRL_PKT_RECV,22,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:14:49.462+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,22,0x55,,,,,,,,,,,,,,,
2025-06-24T09:15:01.556+00:00Z,CTRL_PKT_RECV,24,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:15:01.566+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,24,0x55,,,,,,,,,,,,,,,
2025-06-24T09:15:05.115+00:00Z,DATA_FRAME_RECV,24,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:15:05.126+00:00Z,DATA_ACK_SENT,,,,,,,24,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:15:05.130+00:00Z,DECODE_SUCCESS,24,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:15:08.500+00:00Z,CTRL_PKT_RECV,25,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:15:08.510+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,25,0x55,,,,,,,,,,,,,,,
2025-06-24T09:15:20.597+00:00Z,CTRL_PKT_RECV,27,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:15:20.614+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,27,0x55,,,,,,,,,,,,,,,
2025-06-24T09:15:24.157+00:00Z,DATA_FRAME_RECV,27,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:15:24.166+00:00Z,DATA_ACK_SENT,,,,,,,27,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:15:24.171+00:00Z,DECODE_SUCCESS,27,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:15:27.537+00:00Z,CTRL_PKT_RECV,28,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:15:27.550+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,28,0x55,,,,,,,,,,,,,,,
2025-06-24T09:15:39.634+00:00Z,CTRL_PKT_RECV,30,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:15:39.646+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,30,0x55,,,,,,,,,,,,,,,
2025-06-24T09:15:50.704+00:00Z,CTRL_PKT_RECV,31,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:15:50.714+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,31,0x55,,,,,,,,,,,,,,,
2025-06-24T09:15:54.263+00:00Z,DATA_FRAME_RECV,31,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:15:54.274+00:00Z,DATA_ACK_SENT,,,,,,,31,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:15:54.278+00:00Z,DECODE_SUCCESS,31,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:15:57.647+00:00Z,CTRL_PKT_RECV,32,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:15:57.658+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,32,0x55,,,,,,,,,,,,,,,
2025-06-24T09:16:09.762+00:00Z,CTRL_PKT_RECV,34,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:16:09.774+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,34,0x55,,,,,,,,,,,,,,,
2025-06-24T09:16:20.822+00:00Z,CTRL_PKT_RECV,35,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:16:20.834+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,35,0x55,,,,,,,,,,,,,,,
2025-06-24T09:16:24.381+00:00Z,DATA_FRAME_RECV,35,-102,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:16:24.394+00:00Z,DATA_ACK_SENT,,,,,,,35,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:16:24.398+00:00Z,DECODE_SUCCESS,35,-102,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:16:27.772+00:00Z,CTRL_PKT_RECV,36,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:16:27.782+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,36,0x55,,,,,,,,,,,,,,,
2025-06-24T09:16:39.900+00:00Z,CTRL_PKT_RECV,38,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:16:39.910+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,38,0x55,,,,,,,,,,,,,,,
2025-06-24T09:16:43.459+00:00Z,DATA_FRAME_RECV,38,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:16:43.470+00:00Z,DATA_ACK_SENT,,,,,,,38,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:16:43.474+00:00Z,DECODE_SUCCESS,38,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:16:46.846+00:00Z,CTRL_PKT_RECV,39,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:16:46.858+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,39,0x55,,,,,,,,,,,,,,,
2025-06-24T09:16:58.965+00:00Z,CTRL_PKT_RECV,41,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:16:58.978+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,41,0x55,,,,,,,,,,,,,,,
2025-06-24T09:17:02.525+00:00Z,DATA_FRAME_RECV,41,-101,,,35,34,,,,,,,,,,,,,,,,,
2025-06-24T09:17:02.534+00:00Z,DATA_ACK_SENT,,,,,,,41,0xaa,,,,,,,,,,,,,,,
2025-06-24T09:17:02.539+00:00Z,DECODE_SUCCESS,41,-101,,,,,,,False,-1,,,,,,,,,,,,,
2025-06-24T09:17:05.911+00:00Z,CTRL_PKT_RECV,42,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-24T09:17:05.922+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,42,0x55,,,,,,,,,,,,,,,
