log_timestamp_utc,event_type,frame_seq_recv,rssi_dbm,notes,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,ack_seq_sent,ack_type_sent_hex,is_decoded_ts_valid,calculated_latency_ms,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-23T05:43:35.611+00:00Z,DATA_FRAME_RECV,6,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:43:35.624+00:00Z,DATA_ACK_SENT,,,,,,,6,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:43:35.625+00:00Z,DECODE_SUCCESS_DUMMY,6,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:43:38.953+00:00Z,CTRL_PKT_RECV,7,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:43:38.964+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,7,0x55,,,,,,,,,,,,,,,
2025-06-23T05:43:45.977+00:00Z,CTRL_PKT_RECV,9,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:43:45.988+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,9,0x55,,,,,,,,,,,,,,,
2025-06-23T05:43:49.187+00:00Z,DATA_FRAME_RECV,9,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:43:49.200+00:00Z,DATA_ACK_SENT,,,,,,,9,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:43:49.201+00:00Z,DECODE_SUCCESS_DUMMY,9,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:43:52.530+00:00Z,CTRL_PKT_RECV,10,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:43:52.540+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,10,0x55,,,,,,,,,,,,,,,
2025-06-23T05:43:59.553+00:00Z,CTRL_PKT_RECV,12,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:43:59.564+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,12,0x55,,,,,,,,,,,,,,,
2025-06-23T05:44:02.764+00:00Z,DATA_FRAME_RECV,12,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:44:02.776+00:00Z,DATA_ACK_SENT,,,,,,,12,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:44:02.777+00:00Z,DECODE_SUCCESS_DUMMY,12,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:06.106+00:00Z,CTRL_PKT_RECV,13,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:06.116+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,13,0x55,,,,,,,,,,,,,,,
2025-06-23T05:44:19.141+00:00Z,CTRL_PKT_RECV,16,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:19.152+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,16,0x55,,,,,,,,,,,,,,,
2025-06-23T05:44:22.351+00:00Z,DATA_FRAME_RECV,16,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:44:22.364+00:00Z,DATA_ACK_SENT,,,,,,,16,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:44:22.365+00:00Z,DECODE_SUCCESS_DUMMY,16,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:25.693+00:00Z,CTRL_PKT_RECV,17,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:25.704+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,17,0x55,,,,,,,,,,,,,,,
2025-06-23T05:44:32.713+00:00Z,CTRL_PKT_RECV,19,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:32.724+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,19,0x55,,,,,,,,,,,,,,,
2025-06-23T05:44:35.923+00:00Z,DATA_FRAME_RECV,19,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:44:35.936+00:00Z,DATA_ACK_SENT,,,,,,,19,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:44:35.937+00:00Z,DECODE_SUCCESS_DUMMY,19,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:39.266+00:00Z,CTRL_PKT_RECV,20,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:39.276+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,20,0x55,,,,,,,,,,,,,,,
2025-06-23T05:44:46.284+00:00Z,CTRL_PKT_RECV,22,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:46.296+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,22,0x55,,,,,,,,,,,,,,,
2025-06-23T05:44:49.494+00:00Z,DATA_FRAME_RECV,22,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:44:49.504+00:00Z,DATA_ACK_SENT,,,,,,,22,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:44:49.505+00:00Z,DECODE_SUCCESS_DUMMY,22,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:52.837+00:00Z,CTRL_PKT_RECV,23,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:52.848+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,23,0x55,,,,,,,,,,,,,,,
2025-06-23T05:44:59.853+00:00Z,CTRL_PKT_RECV,25,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:44:59.864+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,25,0x55,,,,,,,,,,,,,,,
2025-06-23T05:45:03.063+00:00Z,DATA_FRAME_RECV,25,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:45:03.076+00:00Z,DATA_ACK_SENT,,,,,,,25,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:45:03.077+00:00Z,DECODE_SUCCESS_DUMMY,25,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:06.406+00:00Z,CTRL_PKT_RECV,26,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:06.416+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,26,0x55,,,,,,,,,,,,,,,
2025-06-23T05:45:13.425+00:00Z,CTRL_PKT_RECV,28,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:13.436+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,28,0x55,,,,,,,,,,,,,,,
2025-06-23T05:45:16.636+00:00Z,DATA_FRAME_RECV,28,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:45:16.648+00:00Z,DATA_ACK_SENT,,,,,,,28,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:45:16.649+00:00Z,DECODE_SUCCESS_DUMMY,28,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:19.978+00:00Z,CTRL_PKT_RECV,29,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:19.988+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,29,0x55,,,,,,,,,,,,,,,
2025-06-23T05:45:26.993+00:00Z,CTRL_PKT_RECV,31,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:27.004+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,31,0x55,,,,,,,,,,,,,,,
2025-06-23T05:45:30.204+00:00Z,DATA_FRAME_RECV,31,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:45:30.216+00:00Z,DATA_ACK_SENT,,,,,,,31,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:45:30.217+00:00Z,DECODE_SUCCESS_DUMMY,31,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:33.546+00:00Z,CTRL_PKT_RECV,32,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:33.556+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,32,0x55,,,,,,,,,,,,,,,
2025-06-23T05:45:40.561+00:00Z,CTRL_PKT_RECV,34,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:40.572+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,34,0x55,,,,,,,,,,,,,,,
2025-06-23T05:45:43.772+00:00Z,DATA_FRAME_RECV,34,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:45:43.784+00:00Z,DATA_ACK_SENT,,,,,,,34,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:45:43.785+00:00Z,DECODE_SUCCESS_DUMMY,34,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:47.114+00:00Z,CTRL_PKT_RECV,35,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:47.124+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,35,0x55,,,,,,,,,,,,,,,
2025-06-23T05:45:54.134+00:00Z,CTRL_PKT_RECV,37,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:45:54.144+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,37,0x55,,,,,,,,,,,,,,,
2025-06-23T05:45:57.344+00:00Z,DATA_FRAME_RECV,37,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:45:57.356+00:00Z,DATA_ACK_SENT,,,,,,,37,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:45:57.357+00:00Z,DECODE_SUCCESS_DUMMY,37,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:00.687+00:00Z,CTRL_PKT_RECV,38,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:00.700+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,38,0x55,,,,,,,,,,,,,,,
2025-06-23T05:46:07.710+00:00Z,CTRL_PKT_RECV,40,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:07.720+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,40,0x55,,,,,,,,,,,,,,,
2025-06-23T05:46:10.920+00:00Z,DATA_FRAME_RECV,40,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:46:10.932+00:00Z,DATA_ACK_SENT,,,,,,,40,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:46:10.933+00:00Z,DECODE_SUCCESS_DUMMY,40,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:14.262+00:00Z,CTRL_PKT_RECV,41,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:14.272+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,41,0x55,,,,,,,,,,,,,,,
2025-06-23T05:46:21.280+00:00Z,CTRL_PKT_RECV,43,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:21.292+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,43,0x55,,,,,,,,,,,,,,,
2025-06-23T05:46:24.490+00:00Z,DATA_FRAME_RECV,43,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:46:24.500+00:00Z,DATA_ACK_SENT,,,,,,,43,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:46:24.501+00:00Z,DECODE_SUCCESS_DUMMY,43,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:27.833+00:00Z,CTRL_PKT_RECV,44,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:27.844+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,44,0x55,,,,,,,,,,,,,,,
2025-06-23T05:46:34.849+00:00Z,CTRL_PKT_RECV,46,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:34.860+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,46,0x55,,,,,,,,,,,,,,,
2025-06-23T05:46:38.060+00:00Z,DATA_FRAME_RECV,46,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:46:38.072+00:00Z,DATA_ACK_SENT,,,,,,,46,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:46:38.073+00:00Z,DECODE_SUCCESS_DUMMY,46,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:43.227+00:00Z,CTRL_PKT_RECV,47,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:43.240+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,47,0x55,,,,,,,,,,,,,,,
2025-06-23T05:46:46.438+00:00Z,DATA_FRAME_RECV,47,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:46:46.448+00:00Z,DATA_ACK_SENT,,,,,,,47,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:46:46.449+00:00Z,DECODE_SUCCESS_DUMMY,47,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:49.780+00:00Z,CTRL_PKT_RECV,48,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:46:49.792+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,48,0x55,,,,,,,,,,,,,,,
2025-06-23T05:49:30.084+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T05:49:30.085+00:00Z,PDR_CALCULATED,,,8.00% (16/200),,,,,,,,,,,,,,,,,,,,
2025-06-23T05:49:30.087+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:06.271+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:13.280+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:13.425+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:13.437+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-23T05:53:13.438+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:15.766+00:00Z,CTRL_PKT_RECV,0,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:15.776+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,0,0x55,,,,,,,,,,,,,,,
2025-06-23T05:53:19.108+00:00Z,CTRL_PKT_RECV,1,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:19.120+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,1,0x55,,,,,,,,,,,,,,,
2025-06-23T05:53:26.123+00:00Z,CTRL_PKT_RECV,3,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:26.136+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,3,0x55,,,,,,,,,,,,,,,
2025-06-23T05:53:29.333+00:00Z,DATA_FRAME_RECV,3,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:53:29.344+00:00Z,DATA_ACK_SENT,,,,,,,3,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:53:29.345+00:00Z,DECODE_SUCCESS_DUMMY,3,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:32.675+00:00Z,CTRL_PKT_RECV,4,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:32.688+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,4,0x55,,,,,,,,,,,,,,,
2025-06-23T05:53:39.695+00:00Z,CTRL_PKT_RECV,6,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:39.708+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,6,0x55,,,,,,,,,,,,,,,
2025-06-23T05:53:42.905+00:00Z,DATA_FRAME_RECV,6,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:53:42.916+00:00Z,DATA_ACK_SENT,,,,,,,6,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:53:42.917+00:00Z,DECODE_SUCCESS_DUMMY,6,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:46.248+00:00Z,CTRL_PKT_RECV,7,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:46.260+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,7,0x55,,,,,,,,,,,,,,,
2025-06-23T05:53:53.267+00:00Z,CTRL_PKT_RECV,9,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:53.280+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,9,0x55,,,,,,,,,,,,,,,
2025-06-23T05:53:56.477+00:00Z,DATA_FRAME_RECV,9,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:53:56.488+00:00Z,DATA_ACK_SENT,,,,,,,9,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:53:56.489+00:00Z,DECODE_SUCCESS_DUMMY,9,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:59.819+00:00Z,CTRL_PKT_RECV,10,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:53:59.832+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,10,0x55,,,,,,,,,,,,,,,
2025-06-23T05:54:06.839+00:00Z,CTRL_PKT_RECV,12,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:06.852+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,12,0x55,,,,,,,,,,,,,,,
2025-06-23T05:54:10.050+00:00Z,DATA_FRAME_RECV,12,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:54:10.060+00:00Z,DATA_ACK_SENT,,,,,,,12,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:54:10.062+00:00Z,DECODE_SUCCESS_DUMMY,12,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:13.391+00:00Z,CTRL_PKT_RECV,13,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:13.404+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,13,0x55,,,,,,,,,,,,,,,
2025-06-23T05:54:20.411+00:00Z,CTRL_PKT_RECV,15,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:20.424+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,15,0x55,,,,,,,,,,,,,,,
2025-06-23T05:54:23.621+00:00Z,DATA_FRAME_RECV,15,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:54:23.632+00:00Z,DATA_ACK_SENT,,,,,,,15,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:54:23.633+00:00Z,DECODE_SUCCESS_DUMMY,15,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:26.963+00:00Z,CTRL_PKT_RECV,16,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:26.976+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,16,0x55,,,,,,,,,,,,,,,
2025-06-23T05:54:33.983+00:00Z,CTRL_PKT_RECV,18,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:33.996+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,18,0x55,,,,,,,,,,,,,,,
2025-06-23T05:54:37.193+00:00Z,DATA_FRAME_RECV,18,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:54:37.204+00:00Z,DATA_ACK_SENT,,,,,,,18,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:54:37.205+00:00Z,DECODE_SUCCESS_DUMMY,18,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:40.535+00:00Z,CTRL_PKT_RECV,19,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:40.548+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,19,0x55,,,,,,,,,,,,,,,
2025-06-23T05:54:47.555+00:00Z,CTRL_PKT_RECV,21,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:47.568+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,21,0x55,,,,,,,,,,,,,,,
2025-06-23T05:54:50.765+00:00Z,DATA_FRAME_RECV,21,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:54:50.776+00:00Z,DATA_ACK_SENT,,,,,,,21,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:54:50.777+00:00Z,DECODE_SUCCESS_DUMMY,21,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:54.107+00:00Z,CTRL_PKT_RECV,22,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:54:54.120+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,22,0x55,,,,,,,,,,,,,,,
2025-06-23T05:55:01.123+00:00Z,CTRL_PKT_RECV,24,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:01.136+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,24,0x55,,,,,,,,,,,,,,,
2025-06-23T05:55:04.333+00:00Z,DATA_FRAME_RECV,24,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:55:04.344+00:00Z,DATA_ACK_SENT,,,,,,,24,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:55:04.345+00:00Z,DECODE_SUCCESS_DUMMY,24,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:07.675+00:00Z,CTRL_PKT_RECV,25,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:07.688+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,25,0x55,,,,,,,,,,,,,,,
2025-06-23T05:55:14.690+00:00Z,CTRL_PKT_RECV,27,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:14.700+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,27,0x55,,,,,,,,,,,,,,,
2025-06-23T05:55:17.901+00:00Z,DATA_FRAME_RECV,27,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:55:17.912+00:00Z,DATA_ACK_SENT,,,,,,,27,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:55:17.913+00:00Z,DECODE_SUCCESS_DUMMY,27,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:21.243+00:00Z,CTRL_PKT_RECV,28,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:21.252+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,28,0x55,,,,,,,,,,,,,,,
2025-06-23T05:55:28.263+00:00Z,CTRL_PKT_RECV,30,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:28.276+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,30,0x55,,,,,,,,,,,,,,,
2025-06-23T05:55:31.473+00:00Z,DATA_FRAME_RECV,30,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:55:31.484+00:00Z,DATA_ACK_SENT,,,,,,,30,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:55:31.485+00:00Z,DECODE_SUCCESS_DUMMY,30,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:34.815+00:00Z,CTRL_PKT_RECV,31,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:34.827+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,31,0x55,,,,,,,,,,,,,,,
2025-06-23T05:55:41.835+00:00Z,CTRL_PKT_RECV,33,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:41.848+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,33,0x55,,,,,,,,,,,,,,,
2025-06-23T05:55:45.046+00:00Z,DATA_FRAME_RECV,33,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:55:45.056+00:00Z,DATA_ACK_SENT,,,,,,,33,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:55:45.057+00:00Z,DECODE_SUCCESS_DUMMY,33,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:48.388+00:00Z,CTRL_PKT_RECV,34,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:48.400+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,34,0x55,,,,,,,,,,,,,,,
2025-06-23T05:55:55.403+00:00Z,CTRL_PKT_RECV,36,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:55:55.416+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,36,0x55,,,,,,,,,,,,,,,
2025-06-23T05:55:58.613+00:00Z,DATA_FRAME_RECV,36,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:55:58.624+00:00Z,DATA_ACK_SENT,,,,,,,36,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:55:58.625+00:00Z,DECODE_SUCCESS_DUMMY,36,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:56:01.955+00:00Z,CTRL_PKT_RECV,37,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:56:01.967+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,37,0x55,,,,,,,,,,,,,,,
2025-06-23T05:56:08.975+00:00Z,CTRL_PKT_RECV,39,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:56:08.988+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,39,0x55,,,,,,,,,,,,,,,
2025-06-23T05:56:12.185+00:00Z,DATA_FRAME_RECV,39,-103,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:56:12.196+00:00Z,DATA_ACK_SENT,,,,,,,39,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:56:12.197+00:00Z,DECODE_SUCCESS_DUMMY,39,-103,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:56:15.527+00:00Z,CTRL_PKT_RECV,40,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:56:15.540+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,40,0x55,,,,,,,,,,,,,,,
2025-06-23T05:56:22.547+00:00Z,CTRL_PKT_RECV,42,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:56:22.560+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,42,0x55,,,,,,,,,,,,,,,
2025-06-23T05:56:25.757+00:00Z,DATA_FRAME_RECV,42,-102,,,25,24,,,,,,,,,,,,,,,,,
2025-06-23T05:56:25.768+00:00Z,DATA_ACK_SENT,,,,,,,42,0xaa,,,,,,,,,,,,,,,
2025-06-23T05:56:25.770+00:00Z,DECODE_SUCCESS_DUMMY,42,-102,"type: dummy, size: 24",,,,,,,,,,,,,,,,,,,,
2025-06-23T05:56:29.099+00:00Z,CTRL_PKT_RECV,43,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:56:29.111+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,43,0x55,,,,,,,,,,,,,,,
2025-06-23T05:56:36.119+00:00Z,CTRL_PKT_RECV,45,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T05:56:36.132+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,45,0x55,,,,,,,,,,,,,,,
