log_timestamp_utc,event_type,frame_seq_recv,rssi_dbm,notes,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,ack_seq_sent,ack_type_sent_hex,is_decoded_ts_valid,calculated_latency_ms,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-23T04:54:20.901+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:20.912+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-23T04:54:20.913+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:25.187+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:28.251+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:28.252+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:28.253+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:29.342+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:31.157+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:31.167+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-23T04:54:31.168+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:36.332+00:00Z,CTRL_PKT_RECV,1,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:36.344+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,1,0x55,,,,,,,,,,,,,,,
2025-06-23T04:54:39.675+00:00Z,CTRL_PKT_RECV,2,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:39.688+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,2,0x55,,,,,,,,,,,,,,,
2025-06-23T04:54:46.698+00:00Z,CTRL_PKT_RECV,4,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:46.708+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,4,0x55,,,,,,,,,,,,,,,
2025-06-23T04:54:50.253+00:00Z,DATA_FRAME_RECV,4,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:54:50.264+00:00Z,DATA_ACK_SENT,,,,,,,4,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:54:50.268+00:00Z,DECODE_SUCCESS,4,-102,,,,,,,True,5265,1750654485.0,-0.304,-0.539,0.799,0.5,-0.5,1.0,-34.0,17.6,26.4,33.88803482055664,127.78359985351562,0.0
2025-06-23T04:54:53.596+00:00Z,CTRL_PKT_RECV,5,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:54:53.608+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,5,0x55,,,,,,,,,,,,,,,
2025-06-23T04:55:00.618+00:00Z,CTRL_PKT_RECV,7,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:55:00.628+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,7,0x55,,,,,,,,,,,,,,,
2025-06-23T04:55:04.173+00:00Z,DATA_FRAME_RECV,7,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:55:04.184+00:00Z,DATA_ACK_SENT,,,,,,,7,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:55:04.187+00:00Z,DECODE_SUCCESS,7,-102,,,,,,,True,5184,1750654499.0,-0.307,-0.542,0.8,0.4,-0.7,1.1,-34.0,17.6,26.4,33.006046295166016,129.01766967773438,0.0
2025-06-23T04:55:07.516+00:00Z,CTRL_PKT_RECV,8,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:55:07.528+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,8,0x55,,,,,,,,,,,,,,,
2025-06-23T04:55:14.533+00:00Z,CTRL_PKT_RECV,10,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:55:14.544+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,10,0x55,,,,,,,,,,,,,,,
2025-06-23T04:55:18.088+00:00Z,DATA_FRAME_RECV,10,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:55:18.100+00:00Z,DATA_ACK_SENT,,,,,,,10,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:55:18.104+00:00Z,DECODE_SUCCESS,10,-102,,,,,,,True,5101,1750654513.0,-0.304,-0.541,0.8,0.4,-0.5,0.6,-33.9,17.6,26.5,34.905006408691406,128.5352783203125,86.9
2025-06-23T04:55:21.430+00:00Z,CTRL_PKT_RECV,11,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:55:21.444+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,11,0x55,,,,,,,,,,,,,,,
2025-06-23T04:55:28.448+00:00Z,CTRL_PKT_RECV,13,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:55:28.460+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,13,0x55,,,,,,,,,,,,,,,
2025-06-23T04:55:32.003+00:00Z,DATA_FRAME_RECV,13,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:55:32.016+00:00Z,DATA_ACK_SENT,,,,,,,13,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:55:32.019+00:00Z,DECODE_SUCCESS,13,-102,,,,,,,True,5017,1750654527.0,-0.306,-0.542,0.798,0.1,-0.1,0.0,-33.9,17.6,26.5,35.369144439697266,129.09165954589844,0.0
2025-06-23T04:55:35.346+00:00Z,CTRL_PKT_RECV,14,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:55:35.356+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,14,0x55,,,,,,,,,,,,,,,
2025-06-23T04:55:42.369+00:00Z,CTRL_PKT_RECV,16,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:55:42.380+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,16,0x55,,,,,,,,,,,,,,,
2025-06-23T04:55:45.924+00:00Z,DATA_FRAME_RECV,16,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:55:45.936+00:00Z,DATA_ACK_SENT,,,,,,,16,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:55:45.940+00:00Z,DECODE_SUCCESS,16,-102,,,,,,,True,4937,1750654541.0,-0.307,-0.541,0.798,-0.2,0.1,0.0,-33.9,17.6,26.5,36.04482650756836,128.0216827392578,96.8
2025-06-23T04:55:49.265+00:00Z,CTRL_PKT_RECV,17,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:55:49.276+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,17,0x55,,,,,,,,,,,,,,,
2025-06-23T04:55:56.284+00:00Z,CTRL_PKT_RECV,19,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:55:56.296+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,19,0x55,,,,,,,,,,,,,,,
2025-06-23T04:55:59.839+00:00Z,DATA_FRAME_RECV,19,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:55:59.848+00:00Z,DATA_ACK_SENT,,,,,,,19,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:55:59.850+00:00Z,DECODE_SUCCESS,19,-102,,,,,,,True,4849,1750654555.0,-0.305,-0.541,0.8,-0.3,0.3,-0.3,-33.9,17.6,26.5,37.30925369262695,127.93704986572266,38.8
2025-06-23T04:56:03.181+00:00Z,CTRL_PKT_RECV,20,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:56:03.192+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,20,0x55,,,,,,,,,,,,,,,
2025-06-23T04:56:10.205+00:00Z,CTRL_PKT_RECV,22,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:56:10.216+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,22,0x55,,,,,,,,,,,,,,,
2025-06-23T04:56:13.760+00:00Z,DATA_FRAME_RECV,22,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:56:13.772+00:00Z,DATA_ACK_SENT,,,,,,,22,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:56:13.775+00:00Z,DECODE_SUCCESS,22,-102,,,,,,,True,4772,1750654569.0,-0.305,-0.541,0.801,-0.2,0.3,-0.6,-34.0,17.6,26.5,33.26929473876953,126.89563751220703,19.7
2025-06-23T04:56:17.102+00:00Z,CTRL_PKT_RECV,23,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:56:17.112+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,23,0x55,,,,,,,,,,,,,,,
2025-06-23T04:56:24.126+00:00Z,CTRL_PKT_RECV,25,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:56:24.136+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,25,0x55,,,,,,,,,,,,,,,
2025-06-23T04:56:27.681+00:00Z,DATA_FRAME_RECV,25,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:56:27.692+00:00Z,DATA_ACK_SENT,,,,,,,25,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:56:27.696+00:00Z,DECODE_SUCCESS,25,-102,,,,,,,True,4693,1750654583.0,-0.306,-0.54,0.799,0.0,0.3,-0.4,-34.0,17.6,26.5,37.94832992553711,129.23599243164062,0.0
2025-06-23T04:56:31.023+00:00Z,CTRL_PKT_RECV,26,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:56:31.036+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,26,0x55,,,,,,,,,,,,,,,
2025-06-23T04:56:38.047+00:00Z,CTRL_PKT_RECV,28,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:56:38.060+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,28,0x55,,,,,,,,,,,,,,,
2025-06-23T04:56:41.602+00:00Z,DATA_FRAME_RECV,28,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:56:41.612+00:00Z,DATA_ACK_SENT,,,,,,,28,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:56:41.615+00:00Z,DECODE_SUCCESS,28,-102,,,,,,,True,5613,1750654596.0,-0.307,-0.536,0.798,0.0,0.3,0.0,-34.0,17.6,26.4,37.37452697753906,127.75887298583984,93.2
2025-06-23T04:56:44.944+00:00Z,CTRL_PKT_RECV,29,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:56:44.956+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,29,0x55,,,,,,,,,,,,,,,
2025-06-23T04:56:51.968+00:00Z,CTRL_PKT_RECV,31,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:56:51.980+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,31,0x55,,,,,,,,,,,,,,,
2025-06-23T04:56:55.522+00:00Z,DATA_FRAME_RECV,31,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:56:55.532+00:00Z,DATA_ACK_SENT,,,,,,,31,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:56:55.537+00:00Z,DECODE_SUCCESS,31,-102,,,,,,,True,5533,1750654610.0,-0.308,-0.539,0.8,0.4,0.9,-0.1,-34.0,17.6,26.4,33.96984100341797,128.24783325195312,0.0
2025-06-23T04:56:58.865+00:00Z,CTRL_PKT_RECV,32,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:56:58.876+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,32,0x55,,,,,,,,,,,,,,,
2025-06-23T04:57:05.888+00:00Z,CTRL_PKT_RECV,34,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:57:05.900+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,34,0x55,,,,,,,,,,,,,,,
2025-06-23T04:57:09.443+00:00Z,DATA_FRAME_RECV,34,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:57:09.456+00:00Z,DATA_ACK_SENT,,,,,,,34,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:57:09.459+00:00Z,DECODE_SUCCESS,34,-102,,,,,,,True,5456,1750654624.0,-0.305,-0.543,0.799,0.3,0.7,0.2,-34.0,17.6,26.4,33.277400970458984,126.12123107910156,19.2
2025-06-23T04:57:12.786+00:00Z,CTRL_PKT_RECV,35,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:57:12.796+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,35,0x55,,,,,,,,,,,,,,,
2025-06-23T04:57:19.809+00:00Z,CTRL_PKT_RECV,37,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:57:19.820+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,37,0x55,,,,,,,,,,,,,,,
2025-06-23T04:57:23.364+00:00Z,DATA_FRAME_RECV,37,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:57:23.376+00:00Z,DATA_ACK_SENT,,,,,,,37,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:57:23.379+00:00Z,DECODE_SUCCESS,37,-102,,,,,,,True,5377,1750654638.0,-0.303,-0.542,0.799,0.0,0.0,0.4,-34.0,17.6,26.4,33.4451789855957,126.36885833740234,0.0
2025-06-23T04:57:26.706+00:00Z,CTRL_PKT_RECV,38,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:57:26.716+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,38,0x55,,,,,,,,,,,,,,,
2025-06-23T04:57:33.725+00:00Z,CTRL_PKT_RECV,40,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:57:33.736+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,40,0x55,,,,,,,,,,,,,,,
2025-06-23T04:57:37.280+00:00Z,DATA_FRAME_RECV,40,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:57:37.292+00:00Z,DATA_ACK_SENT,,,,,,,40,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:57:37.294+00:00Z,DECODE_SUCCESS,40,-102,,,,,,,True,5292,1750654652.0,-0.304,-0.541,0.802,0.1,-0.4,-0.1,-34.0,17.6,26.4,37.42566680908203,128.03445434570312,15.2
2025-06-23T04:57:40.622+00:00Z,CTRL_PKT_RECV,41,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:57:40.632+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,41,0x55,,,,,,,,,,,,,,,
2025-06-23T04:57:47.646+00:00Z,CTRL_PKT_RECV,43,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:57:47.656+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,43,0x55,,,,,,,,,,,,,,,
2025-06-23T04:57:51.201+00:00Z,DATA_FRAME_RECV,43,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:57:51.212+00:00Z,DATA_ACK_SENT,,,,,,,43,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:57:51.215+00:00Z,DECODE_SUCCESS,43,-102,,,,,,,True,5213,1750654666.0,-0.305,-0.541,0.799,-0.3,-1.2,0.3,-34.0,17.6,26.4,37.65129852294922,127.41249084472656,0.0
2025-06-23T04:57:54.544+00:00Z,CTRL_PKT_RECV,44,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:57:54.556+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,44,0x55,,,,,,,,,,,,,,,
2025-06-23T04:58:01.567+00:00Z,CTRL_PKT_RECV,46,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:58:01.580+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,46,0x55,,,,,,,,,,,,,,,
2025-06-23T04:58:05.122+00:00Z,DATA_FRAME_RECV,46,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:58:05.132+00:00Z,DATA_ACK_SENT,,,,,,,46,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:58:05.136+00:00Z,DECODE_SUCCESS,46,-102,,,,,,,True,5133,1750654680.0,-0.308,-0.538,0.799,0.0,-1.2,0.4,-34.0,17.6,26.5,33.15028381347656,129.53829956054688,0.0
2025-06-23T04:58:08.463+00:00Z,CTRL_PKT_RECV,47,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:58:08.476+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,47,0x55,,,,,,,,,,,,,,,
2025-06-23T04:58:15.487+00:00Z,CTRL_PKT_RECV,49,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:58:15.500+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,49,0x55,,,,,,,,,,,,,,,
2025-06-23T04:58:19.043+00:00Z,DATA_FRAME_RECV,49,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:58:19.056+00:00Z,DATA_ACK_SENT,,,,,,,49,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:58:19.059+00:00Z,DECODE_SUCCESS,49,-102,,,,,,,True,5057,1750654694.0,-0.309,-0.54,0.797,0.3,-0.6,0.7,-33.9,17.6,26.5,35.267845153808594,126.5510482788086,0.0
2025-06-23T04:58:22.385+00:00Z,CTRL_PKT_RECV,50,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:58:22.396+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,50,0x55,,,,,,,,,,,,,,,
2025-06-23T04:58:29.409+00:00Z,CTRL_PKT_RECV,52,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:58:29.420+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,52,0x55,,,,,,,,,,,,,,,
2025-06-23T04:58:32.964+00:00Z,DATA_FRAME_RECV,52,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:58:32.976+00:00Z,DATA_ACK_SENT,,,,,,,52,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:58:32.979+00:00Z,DECODE_SUCCESS,52,-102,,,,,,,True,4977,1750654708.0,-0.308,-0.541,0.798,0.6,0.1,0.7,-33.9,17.6,26.5,35.44267272949219,128.9837646484375,93.4
2025-06-23T04:58:36.306+00:00Z,CTRL_PKT_RECV,53,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:58:36.316+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,53,0x55,,,,,,,,,,,,,,,
2025-06-23T04:58:43.329+00:00Z,CTRL_PKT_RECV,55,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:58:43.340+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,55,0x55,,,,,,,,,,,,,,,
2025-06-23T04:58:46.884+00:00Z,DATA_FRAME_RECV,55,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:58:46.896+00:00Z,DATA_ACK_SENT,,,,,,,55,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:58:46.898+00:00Z,DECODE_SUCCESS,55,-102,,,,,,,True,4897,1750654722.0,-0.306,-0.542,0.798,0.4,0.6,0.3,-33.9,17.6,26.5,35.044578552246094,127.82768249511719,0.0
2025-06-23T04:58:50.226+00:00Z,CTRL_PKT_RECV,56,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:58:50.236+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,56,0x55,,,,,,,,,,,,,,,
2025-06-23T04:58:57.249+00:00Z,CTRL_PKT_RECV,58,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:58:57.260+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,58,0x55,,,,,,,,,,,,,,,
2025-06-23T04:59:00.804+00:00Z,DATA_FRAME_RECV,58,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:59:00.816+00:00Z,DATA_ACK_SENT,,,,,,,58,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:59:00.818+00:00Z,DECODE_SUCCESS,58,-102,,,,,,,True,4816,1750654736.0,-0.306,-0.543,0.801,0.0,0.6,-0.1,-33.9,17.6,26.5,36.85367202758789,129.60714721679688,0.0
2025-06-23T04:59:04.146+00:00Z,CTRL_PKT_RECV,59,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:59:04.156+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,59,0x55,,,,,,,,,,,,,,,
2025-06-23T04:59:11.170+00:00Z,CTRL_PKT_RECV,61,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:59:11.180+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,61,0x55,,,,,,,,,,,,,,,
2025-06-23T04:59:14.725+00:00Z,DATA_FRAME_RECV,61,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:59:14.736+00:00Z,DATA_ACK_SENT,,,,,,,61,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:59:14.740+00:00Z,DECODE_SUCCESS,61,-102,,,,,,,True,4737,1750654750.0,-0.307,-0.541,0.799,-0.3,0.4,-0.8,-33.9,17.6,26.5,36.08268737792969,127.15355682373047,0.0
2025-06-23T04:59:18.068+00:00Z,CTRL_PKT_RECV,62,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:59:18.080+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,62,0x55,,,,,,,,,,,,,,,
2025-06-23T04:59:25.089+00:00Z,CTRL_PKT_RECV,64,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:59:25.100+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,64,0x55,,,,,,,,,,,,,,,
2025-06-23T04:59:28.644+00:00Z,DATA_FRAME_RECV,64,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:59:28.656+00:00Z,DATA_ACK_SENT,,,,,,,64,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:59:28.658+00:00Z,DECODE_SUCCESS,64,-102,,,,,,,True,5656,1750654763.0,-0.307,-0.538,0.799,-0.6,0.0,-0.9,-34.0,17.6,26.5,34.48996353149414,128.25669860839844,0.0
2025-06-23T04:59:31.986+00:00Z,CTRL_PKT_RECV,65,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:59:31.996+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,65,0x55,,,,,,,,,,,,,,,
2025-06-23T04:59:39.007+00:00Z,CTRL_PKT_RECV,67,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:59:39.020+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,67,0x55,,,,,,,,,,,,,,,
2025-06-23T04:59:42.562+00:00Z,DATA_FRAME_RECV,67,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:59:42.572+00:00Z,DATA_ACK_SENT,,,,,,,67,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:59:42.574+00:00Z,DECODE_SUCCESS,67,-102,,,,,,,True,5572,1750654777.0,-0.306,-0.538,0.797,-0.5,0.0,-0.5,-34.0,17.6,26.5,35.11012649536133,128.39561462402344,0.0
2025-06-23T04:59:45.904+00:00Z,CTRL_PKT_RECV,68,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:59:45.916+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,68,0x55,,,,,,,,,,,,,,,
2025-06-23T04:59:52.927+00:00Z,CTRL_PKT_RECV,70,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:59:52.940+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,70,0x55,,,,,,,,,,,,,,,
2025-06-23T04:59:56.482+00:00Z,DATA_FRAME_RECV,70,-102,,,33,32,,,,,,,,,,,,,,,,,
2025-06-23T04:59:56.492+00:00Z,DATA_ACK_SENT,,,,,,,70,0xaa,,,,,,,,,,,,,,,
2025-06-23T04:59:56.494+00:00Z,DECODE_SUCCESS,70,-102,,,,,,,True,5492,1750654791.0,-0.307,-0.54,0.798,0.1,0.5,-0.4,-34.0,17.6,26.4,35.80158233642578,127.56859588623047,0.0
2025-06-23T04:59:59.824+00:00Z,CTRL_PKT_RECV,71,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-23T04:59:59.836+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,71,0x55,,,,,,,,,,,,,,,
2025-06-23T05:00:06.848+00:00Z,CTRL_PKT_RECV,73,,,0x50,,,,,,,,,,,,,,,,,,,
